Current city,Current x,Current y,.jpg name,.jpg url,Dominant Color,Color Palette,R,G,B,HLS,H,L,S
Amsterdam,52.3727598,4.8936041,Zelfportret - s0071V1962v - Van Gogh Museum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Zelfportret_-_s0071V1962v_-_Van_Gogh_Museum.jpg/150px-Zelfportret_-_s0071V1962v_-_Van_Gogh_Museum.jpg,"(67, 80, 85)","[(64, 77, 82), (169, 155, 128), (129, 116, 97), (122, 139, 150), (143, 158, 159)]",67.0,80.0,85.0,"(0.5462962962962963, 76.0, -0.12)",0.5462962962962963,76.0,-0.12
Amsterdam,52.3727598,4.8936041,Zelfportret - s0135V1962v - Van Gogh Museum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Zelfportret_-_s0135V1962v_-_Van_Gogh_Museum.jpg/150px-Zelfportret_-_s0135V1962v_-_Van_Gogh_Museum.jpg,"(55, 51, 53)","[(56, 53, 54), (164, 139, 105), (110, 88, 71), (112, 129, 133), (99, 114, 125)]",55.0,51.0,53.0,"(0.9166666666666666, 53.0, -0.038461538461538464)",0.9166666666666666,53.0,-0.038461538461538464
San Francisco,37.7790262,-122.419906,Vincent van Gogh - Shelter on Montmartre (1887).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Vincent_van_Gogh_-_Shelter_on_Montmartre_%281887%29.jpg/150px-Vincent_van_Gogh_-_Shelter_on_Montmartre_%281887%29.jpg,"(117, 113, 112)","[(121, 116, 117), (32, 50, 34), (203, 175, 142), (154, 151, 186), (173, 181, 188)]",117.0,113.0,112.0,"(0.033333333333333326, 114.5, -0.022026431718061675)",0.033333333333333326,114.5,-0.022026431718061675
Amsterdam,52.3727598,4.8936041,Moestuin met zonnebloem - s0004V1962v - Van Gogh Museum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Moestuin_met_zonnebloem_-_s0004V1962v_-_Van_Gogh_Museum.jpg/150px-Moestuin_met_zonnebloem_-_s0004V1962v_-_Van_Gogh_Museum.jpg,"(87, 89, 59)","[(80, 82, 51), (163, 160, 147), (149, 146, 137), (135, 135, 132), (44, 31, 21)]",87.0,89.0,59.0,"(0.1777777777777778, 74.0, -0.2054794520547945)",0.1777777777777778,74.0,-0.2054794520547945
,,,Van Gogh - Selbstbildnis mit Strohhut2.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Van_Gogh_-_Selbstbildnis_mit_Strohhut2.jpeg/150px-Van_Gogh_-_Selbstbildnis_mit_Strohhut2.jpeg,"(188, 162, 106)","[(166, 144, 111), (93, 79, 99), (228, 196, 98), (120, 82, 81), (181, 140, 48)]",188.0,162.0,106.0,"(0.11382113821138211, 147.0, -0.2808219178082192)",0.11382113821138211,147.0,-0.2808219178082192
Amsterdam,52.3727598,4.8936041,Vincent van Gogh - Zelfportret - Google Art Project.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Vincent_van_Gogh_-_Zelfportret_-_Google_Art_Project.jpg/150px-Vincent_van_Gogh_-_Zelfportret_-_Google_Art_Project.jpg,"(196, 174, 139)","[(197, 175, 139), (148, 110, 55), (81, 91, 73), (212, 213, 203), (132, 89, 81)]",196.0,174.0,139.0,"(0.10233918128654972, 167.5, -0.17117117117117117)",0.10233918128654972,167.5,-0.17117117117117117
Amsterdam,52.3727598,4.8936041,Voor een restaurant te Asnières - s0134V1962 - Van Gogh Museum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Voor_een_restaurant_te_Asni%C3%A8res_-_s0134V1962_-_Van_Gogh_Museum.jpg/150px-Voor_een_restaurant_te_Asni%C3%A8res_-_s0134V1962_-_Van_Gogh_Museum.jpg,"(162, 156, 111)","[(162, 157, 113), (61, 71, 41), (105, 114, 79), (107, 109, 35), (86, 84, 41)]",162.0,156.0,111.0,"(0.14705882352941177, 136.5, -0.1881918819188192)",0.14705882352941177,136.5,-0.1881918819188192
Amsterdam,52.3727598,4.8936041,Bos met kreupelhout - s0066V1962 - Van Gogh Museum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Bos_met_kreupelhout_-_s0066V1962_-_Van_Gogh_Museum.jpg/150px-Bos_met_kreupelhout_-_s0066V1962_-_Van_Gogh_Museum.jpg,"(79, 96, 67)","[(79, 97, 67), (140, 155, 117), (190, 206, 174), (162, 185, 146), (154, 168, 156)]",79.0,96.0,67.0,"(0.26436781609195403, 81.5, -0.18012422360248448)",0.26436781609195403,81.5,-0.18012422360248448
Amsterdam,52.3727598,4.8936041,Kreupelhout - s0079V1962 - Van Gogh Museum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Kreupelhout_-_s0079V1962_-_Van_Gogh_Museum.jpg/150px-Kreupelhout_-_s0079V1962_-_Van_Gogh_Museum.jpg,"(104, 106, 90)","[(97, 98, 85), (150, 156, 126), (189, 198, 165), (180, 174, 151), (174, 174, 172)]",104.0,106.0,90.0,"(0.1875, 98.0, -0.08247422680412371)",0.1875,98.0,-0.08247422680412371
,,,Van Gogh - Baumstämme im Sonnenlicht.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Van_Gogh_-_Baumst%C3%A4mme_im_Sonnenlicht.jpeg/150px-Van_Gogh_-_Baumst%C3%A4mme_im_Sonnenlicht.jpeg,"(177, 150, 139)","[(179, 153, 141), (61, 52, 40), (209, 206, 211), (114, 81, 51), (102, 68, 73)]",177.0,150.0,139.0,"(0.048245614035087724, 158.0, -0.12101910828025478)",0.048245614035087724,158.0,-0.12101910828025478
Amsterdam,52.3727598,4.8936041,Bospad - s0080V1962 - Van Gogh Museum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Bospad_-_s0080V1962_-_Van_Gogh_Museum.jpg/150px-Bospad_-_s0080V1962_-_Van_Gogh_Museum.jpg,"(105, 116, 96)","[(104, 116, 95), (185, 182, 158), (46, 59, 52), (152, 162, 159), (160, 173, 127)]",105.0,116.0,96.0,"(0.2583333333333333, 106.0, -0.09523809523809523)",0.2583333333333333,106.0,-0.09523809523809523
,,,Van Gogh - Allee im Park d'Argenson in Asnierès.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Van_Gogh_-_Allee_im_Park_d%27Argenson_in_Asnier%C3%A8s.jpeg/150px-Van_Gogh_-_Allee_im_Park_d%27Argenson_in_Asnier%C3%A8s.jpeg,"(76, 62, 50)","[(75, 62, 50), (202, 181, 154), (148, 127, 104), (154, 144, 153), (168, 167, 160)]",76.0,62.0,50.0,"(0.07692307692307693, 63.0, -0.20967741935483872)",0.07692307692307693,63.0,-0.20967741935483872
Utrecht,52.080985600000005,5.12768396945229,Van Gogh - Unterholz.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Van_Gogh_-_Unterholz.jpeg/150px-Van_Gogh_-_Unterholz.jpeg,"(149, 134, 77)","[(153, 137, 78), (81, 81, 49), (220, 190, 80), (105, 82, 54), (178, 166, 128)]",149.0,134.0,77.0,"(0.13194444444444445, 113.0, -0.32142857142857145)",0.13194444444444445,113.0,-0.32142857142857145
Amsterdam,52.3727598,4.8936041,Bomen - s0078V1962 - Van Gogh Museum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Bomen_-_s0078V1962_-_Van_Gogh_Museum.jpg/150px-Bomen_-_s0078V1962_-_Van_Gogh_Museum.jpg,"(99, 107, 84)","[(99, 107, 83), (187, 193, 170), (36, 56, 35), (160, 182, 154), (154, 168, 165)]",99.0,107.0,84.0,"(0.22463768115942026, 95.5, -0.12169312169312169)",0.22463768115942026,95.5,-0.12169312169312169
,,,Van Gogh - Winkel im Park Voyer d' Argeson in Asnières.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Van_Gogh_-_Winkel_im_Park_Voyer_d%27_Argeson_in_Asni%C3%A8res.jpeg/150px-Van_Gogh_-_Winkel_im_Park_Voyer_d%27_Argeson_in_Asni%C3%A8res.jpeg,"(139, 135, 86)","[(140, 137, 86), (211, 208, 181), (217, 193, 120), (53, 60, 34), (89, 65, 28)]",139.0,135.0,86.0,"(0.1540880503144654, 112.5, -0.23766816143497757)",0.1540880503144654,112.5,-0.23766816143497757
Dallas,32.7762719,-96.7968559,Van Gogh - Seineufer im Frühling an der Pont de Clichy.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Van_Gogh_-_Seineufer_im_Fr%C3%BChling_an_der_Pont_de_Clichy.jpeg/150px-Van_Gogh_-_Seineufer_im_Fr%C3%BChling_an_der_Pont_de_Clichy.jpeg,"(138, 143, 110)","[(135, 140, 108), (199, 204, 194), (202, 197, 158), (85, 79, 45), (179, 198, 152)]",138.0,143.0,110.0,"(0.1919191919191919, 126.5, -0.13147410358565736)",0.1919191919191919,126.5,-0.13147410358565736
London,51.5073219,-0.1276474,Van Gogh - Seineufer bei der Pont de Clichy.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Van_Gogh_-_Seineufer_bei_der_Pont_de_Clichy.jpeg/150px-Van_Gogh_-_Seineufer_bei_der_Pont_de_Clichy.jpeg,"(194, 182, 183)","[(193, 182, 183), (160, 148, 53), (179, 164, 90), (114, 101, 97), (140, 116, 106)]",194.0,182.0,183.0,"(0.9861111111111112, 188.0, -0.03208556149732621)",0.9861111111111112,188.0,-0.03208556149732621
,,,Van Gogh - Die Seine mit der Pont de Clichy.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Van_Gogh_-_Die_Seine_mit_der_Pont_de_Clichy.jpeg/150px-Van_Gogh_-_Die_Seine_mit_der_Pont_de_Clichy.jpeg,"(193, 202, 177)","[(192, 201, 177), (62, 102, 80), (175, 161, 51), (180, 180, 107), (116, 116, 124)]",193.0,202.0,177.0,"(0.22666666666666666, 189.5, -0.06631299734748011)",0.22666666666666666,189.5,-0.06631299734748011
Virginia,37.1232245,-78.4927721,Van Gogh - Badeboot an der Seine bei Asnières.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Van_Gogh_-_Badeboot_an_der_Seine_bei_Asni%C3%A8res.jpeg/150px-Van_Gogh_-_Badeboot_an_der_Seine_bei_Asni%C3%A8res.jpeg,"(152, 144, 127)","[(158, 150, 131), (73, 65, 59), (115, 104, 60), (82, 85, 72), (228, 218, 193)]",152.0,144.0,127.0,"(0.11333333333333333, 139.5, -0.09025270758122744)",0.11333333333333333,139.5,-0.09025270758122744
Amsterdam,52.3727598,4.8936041,De brug bij Courbevoie - s0086V1962 - Van Gogh Museum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/De_brug_bij_Courbevoie_-_s0086V1962_-_Van_Gogh_Museum.jpg/150px-De_brug_bij_Courbevoie_-_s0086V1962_-_Van_Gogh_Museum.jpg,"(130, 133, 119)","[(129, 132, 119), (59, 76, 63), (95, 94, 55), (168, 172, 167), (80, 76, 74)]",130.0,133.0,119.0,"(0.2023809523809524, 126.0, -0.056)",0.2023809523809524,126.0,-0.056
,,,Vincent van Gogh - Bridges across the Seine at Asnieres.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Vincent_van_Gogh_-_Bridges_across_the_Seine_at_Asnieres.jpg/150px-Vincent_van_Gogh_-_Bridges_across_the_Seine_at_Asnieres.jpg,"(146, 140, 94)","[(145, 139, 90), (50, 70, 61), (221, 191, 112), (191, 191, 175), (96, 61, 35)]",146.0,140.0,94.0,"(0.14743589743589744, 120.0, -0.2184873949579832)",0.14743589743589744,120.0,-0.2184873949579832
Amsterdam,52.3727598,4.8936041,Uitgebloeide zonnebloemen - s0121V1962 - Van Gogh Museum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Uitgebloeide_zonnebloemen_-_s0121V1962_-_Van_Gogh_Museum.jpg/150px-Uitgebloeide_zonnebloemen_-_s0121V1962_-_Van_Gogh_Museum.jpg,"(95, 94, 66)","[(95, 94, 66), (37, 41, 27), (161, 154, 123), (153, 143, 100), (53, 44, 28)]",95.0,94.0,66.0,"(0.16091954022988506, 80.5, -0.18238993710691823)",0.16091954022988506,80.5,-0.18238993710691823
New York,40.7127281,-74.0060152,Two sunflowers.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Two_sunflowers.jpg/150px-Two_sunflowers.jpg,"(146, 149, 132)","[(140, 149, 143), (127, 106, 50), (215, 199, 139), (54, 71, 84), (79, 79, 86)]",146.0,149.0,132.0,"(0.196078431372549, 140.5, -0.06093189964157706)",0.196078431372549,140.5,-0.06093189964157706
Otterlo,52.1015221,5.7720779,Four Withered Sunflowers.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Four_Withered_Sunflowers.jpg/150px-Four_Withered_Sunflowers.jpg,"(70, 60, 43)","[(68, 58, 42), (197, 164, 120), (150, 116, 73), (118, 124, 152), (159, 161, 135)]",70.0,60.0,43.0,"(0.10493827160493828, 56.5, -0.24324324324324326)",0.10493827160493828,56.5,-0.24324324324324326
,,,Van Gogh - Zwei abgeschnittene Sonnenblumen1.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Van_Gogh_-_Zwei_abgeschnittene_Sonnenblumen1.jpeg/150px-Van_Gogh_-_Zwei_abgeschnittene_Sonnenblumen1.jpeg,"(136, 111, 64)","[(138, 113, 66), (56, 58, 44), (220, 175, 96), (84, 48, 27), (191, 185, 103)]",136.0,111.0,64.0,"(0.1087962962962963, 100.0, -0.36363636363636365)",0.1087962962962963,100.0,-0.36363636363636365
London,51.5073219,-0.1276474,Van Gogh - Stillleben mit französischen Romanen und Glas mit Rose.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Van_Gogh_-_Stillleben_mit_franz%C3%B6sischen_Romanen_und_Glas_mit_Rose.jpeg/150px-Van_Gogh_-_Stillleben_mit_franz%C3%B6sischen_Romanen_und_Glas_mit_Rose.jpeg,"(198, 159, 99)","[(200, 161, 100), (141, 87, 58), (231, 212, 201), (185, 136, 38), (121, 118, 95)]",198.0,159.0,99.0,"(0.10101010101010101, 148.5, -0.33559322033898303)",0.10101010101010101,148.5,-0.33559322033898303
Basel,47.5581077,7.5878261,Van Gogh - Selbstbildnis mit japanischen Druck.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Van_Gogh_-_Selbstbildnis_mit_japanischen_Druck.jpeg/150px-Van_Gogh_-_Selbstbildnis_mit_japanischen_Druck.jpeg,"(173, 172, 133)","[(174, 172, 133), (60, 63, 53), (212, 220, 212), (171, 142, 49), (101, 89, 64)]",173.0,172.0,133.0,"(0.1625, 153.0, -0.13157894736842105)",0.1625,153.0,-0.13157894736842105
Paris,48.8588897,2.3200410217200766,Van Gogh Self-Portrait Autumn 1887.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Van_Gogh_Self-Portrait_Autumn_1887.jpg/150px-Van_Gogh_Self-Portrait_Autumn_1887.jpg,"(60, 67, 70)","[(60, 67, 70), (214, 186, 132), (137, 117, 95), (145, 171, 144), (150, 174, 174)]",60.0,67.0,70.0,"(0.5499999999999999, 65.0, -0.078125)",0.5499999999999999,65.0,-0.078125
New York,40.7127281,-74.0060152,Vincent van Gogh - Boeket bloemen in een vaas.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Vincent_van_Gogh_-_Boeket_bloemen_in_een_vaas.jpg/150px-Vincent_van_Gogh_-_Boeket_bloemen_in_een_vaas.jpg,"(72, 69, 56)","[(69, 65, 53), (200, 187, 152), (146, 133, 97), (159, 173, 122), (156, 156, 160)]",72.0,69.0,56.0,"(0.13541666666666666, 64.0, -0.12698412698412698)",0.13541666666666666,64.0,-0.12698412698412698
Amsterdam,52.3727598,4.8936041,Druiven - s0194V1962 - Van Gogh Museum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Druiven_-_s0194V1962_-_Van_Gogh_Museum.jpg/150px-Druiven_-_s0194V1962_-_Van_Gogh_Museum.jpg,"(143, 127, 71)","[(143, 127, 71), (55, 50, 42), (186, 173, 154), (82, 58, 44), (196, 176, 97)]",143.0,127.0,71.0,"(0.12962962962962962, 107.0, -0.33962264150943394)",0.12962962962962962,107.0,-0.33962264150943394
Chicago,41.8755616,-87.6244212,"Vincent van Gogh - Grapes, Lemons, Pears, and Apples - 1949.215 - Art Institute of Chicago.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Vincent_van_Gogh_-_Grapes%2C_Lemons%2C_Pears%2C_and_Apples_-_1949.215_-_Art_Institute_of_Chicago.jpg/150px-Vincent_van_Gogh_-_Grapes%2C_Lemons%2C_Pears%2C_and_Apples_-_1949.215_-_Art_Institute_of_Chicago.jpg,"(166, 156, 164)","[(167, 156, 164), (53, 51, 64), (145, 113, 50), (103, 56, 56), (222, 219, 221)]",166.0,156.0,164.0,"(0.8666666666666667, 161.0, -0.03125)",0.8666666666666667,161.0,-0.03125
Amsterdam,52.3727598,4.8936041,Rode kolen en uien - s0082V1962 - Van Gogh Museum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Rode_kolen_en_uien_-_s0082V1962_-_Van_Gogh_Museum.jpg/150px-Rode_kolen_en_uien_-_s0082V1962_-_Van_Gogh_Museum.jpg,"(155, 154, 145)","[(156, 155, 146), (84, 70, 52), (72, 80, 96), (199, 203, 208), (97, 74, 82)]",155.0,154.0,145.0,"(0.15, 150.0, -0.03355704697986577)",0.15,150.0,-0.03355704697986577
Amsterdam,52.3727598,4.8936041,"Vincent van Gogh - Kweeperen, citroenen, peren en druiven - Google Art Project.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Vincent_van_Gogh_-_Kweeperen%2C_citroenen%2C_peren_en_druiven_-_Google_Art_Project.jpg/150px-Vincent_van_Gogh_-_Kweeperen%2C_citroenen%2C_peren_en_druiven_-_Google_Art_Project.jpg,"(172, 144, 45)","[(170, 141, 41), (212, 189, 141), (69, 56, 13), (106, 61, 8), (223, 198, 99)]",172.0,144.0,45.0,"(0.12992125984251968, 108.5, -0.5906976744186047)",0.12992125984251968,108.5,-0.5906976744186047
Otterlo,52.1015221,5.7720779,Van Gogh - Stillleben mit Apfelkorb (Lucien Pissarro gewidmet).jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Van_Gogh_-_Stillleben_mit_Apfelkorb_%28Lucien_Pissarro_gewidmet%29.jpeg/150px-Van_Gogh_-_Stillleben_mit_Apfelkorb_%28Lucien_Pissarro_gewidmet%29.jpeg,"(181, 179, 134)","[(188, 187, 144), (139, 114, 53), (96, 79, 40), (142, 124, 77), (106, 115, 84)]",181.0,179.0,134.0,"(0.1595744680851064, 157.5, -0.1501597444089457)",0.1595744680851064,157.5,-0.1501597444089457
,,,"Vincent van Gogh - Still Life, Basket of Apples.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Vincent_van_Gogh_-_Still_Life%2C_Basket_of_Apples.jpg/150px-Vincent_van_Gogh_-_Still_Life%2C_Basket_of_Apples.jpg,"(207, 177, 123)","[(211, 182, 128), (91, 59, 20), (152, 112, 38), (151, 112, 79), (102, 92, 56)]",207.0,177.0,123.0,"(0.10714285714285714, 165.0, -0.25609756097560976)",0.10714285714285714,165.0,-0.25609756097560976
Amsterdam,52.3727598,4.8936041,Appels - s0131V1962 - Van Gogh Museum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Appels_-_s0131V1962_-_Van_Gogh_Museum.jpg/150px-Appels_-_s0131V1962_-_Van_Gogh_Museum.jpg,"(66, 60, 47)","[(68, 61, 48), (165, 124, 97), (127, 88, 65), (134, 136, 118), (117, 117, 111)]",66.0,60.0,47.0,"(0.11403508771929825, 56.5, -0.17117117117117117)",0.11403508771929825,56.5,-0.17117117117117117
Dresden,51.0493286,13.7381437,Vincent van Gogh - Still Life with Quinces - Google Art Project.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Vincent_van_Gogh_-_Still_Life_with_Quinces_-_Google_Art_Project.jpg/150px-Vincent_van_Gogh_-_Still_Life_with_Quinces_-_Google_Art_Project.jpg,"(72, 90, 77)","[(74, 92, 78), (205, 170, 63), (148, 129, 57), (160, 185, 161), (142, 166, 157)]",72.0,90.0,77.0,"(0.3796296296296296, 81.0, -0.1125)",0.3796296296296296,81.0,-0.1125
,,,Van Gogh - Selbstbildnis 29.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Van_Gogh_-_Selbstbildnis_29.jpeg/150px-Van_Gogh_-_Selbstbildnis_29.jpeg,"(126, 113, 86)","[(130, 116, 89), (208, 191, 143), (183, 176, 136), (67, 62, 49), (171, 161, 148)]",126.0,113.0,86.0,"(0.1125, 106.0, -0.19047619047619047)",0.1125,106.0,-0.19047619047619047
Amsterdam,52.3727598,4.8936041,Schedel - s0123V1962 - Van Gogh Museum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Schedel_-_s0123V1962_-_Van_Gogh_Museum.jpg/150px-Schedel_-_s0123V1962_-_Van_Gogh_Museum.jpg,"(132, 121, 77)","[(130, 119, 77), (183, 170, 116), (48, 53, 36), (188, 184, 156), (68, 60, 50)]",132.0,121.0,77.0,"(0.13333333333333333, 104.5, -0.26570048309178745)",0.13333333333333333,104.5,-0.26570048309178745
Amsterdam,52.3727598,4.8936041,Schedel - s0128V1962 - Van Gogh Museum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Schedel_-_s0128V1962_-_Van_Gogh_Museum.jpg/150px-Schedel_-_s0128V1962_-_Van_Gogh_Museum.jpg,"(152, 146, 114)","[(150, 142, 101), (44, 34, 20), (83, 62, 43), (181, 179, 167), (204, 192, 138)]",152.0,146.0,114.0,"(0.14035087719298245, 133.0, -0.14393939393939395)",0.14035087719298245,133.0,-0.14393939393939395
Komaki,35.3066073,136.934098,Vincent Van Gogh - Plaster Statuette of a Female Torso (1887).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Vincent_Van_Gogh_-_Plaster_Statuette_of_a_Female_Torso_%281887%29.jpg/150px-Vincent_Van_Gogh_-_Plaster_Statuette_of_a_Female_Torso_%281887%29.jpg,"(101, 125, 143)","[(109, 129, 145), (175, 172, 154), (27, 81, 127), (21, 45, 71), (121, 108, 79)]",101.0,125.0,143.0,"(0.5714285714285715, 122.0, -0.17355371900826447)",0.5714285714285715,122.0,-0.17355371900826447
Otterlo,52.1015221,5.7720779,"Van Gogh - Stillleben mit Gipstorso, einer Rose und zwei Romanen.jpeg",https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Van_Gogh_-_Stillleben_mit_Gipstorso%2C_einer_Rose_und_zwei_Romanen.jpeg/150px-Van_Gogh_-_Stillleben_mit_Gipstorso%2C_einer_Rose_und_zwei_Romanen.jpeg,"(162, 154, 129)","[(185, 176, 142), (57, 56, 44), (100, 101, 111), (147, 132, 51), (89, 71, 58)]",162.0,154.0,129.0,"(0.12626262626262627, 145.5, -0.11418685121107267)",0.12626262626262627,145.5,-0.11418685121107267
Paris,48.8588897,2.3200410217200766,Van Gogh - Portrait of Pere Tanguy 1887-8.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Van_Gogh_-_Portrait_of_Pere_Tanguy_1887-8.JPG/150px-Van_Gogh_-_Portrait_of_Pere_Tanguy_1887-8.JPG,"(100, 103, 95)","[(98, 102, 94), (197, 176, 149), (138, 153, 187), (26, 51, 61), (165, 185, 138)]",100.0,103.0,95.0,"(0.22916666666666666, 99.0, -0.04081632653061224)",0.22916666666666666,99.0,-0.04081632653061224
,,,Van Gogh - Bildnis Père Tanguy1.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Van_Gogh_-_Bildnis_P%C3%A8re_Tanguy1.jpeg/150px-Van_Gogh_-_Bildnis_P%C3%A8re_Tanguy1.jpeg,"(77, 78, 74)","[(79, 80, 75), (214, 177, 138), (157, 128, 104), (162, 189, 190), (166, 179, 148)]",77.0,78.0,74.0,"(0.20833333333333334, 76.0, -0.02666666666666667)",0.20833333333333334,76.0,-0.02666666666666667
Amsterdam,52.3727598,4.8936041,Zelfportret met grijze vilthoed - s0016V1962 - Van Gogh Museum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Zelfportret_met_grijze_vilthoed_-_s0016V1962_-_Van_Gogh_Museum.jpg/150px-Zelfportret_met_grijze_vilthoed_-_s0016V1962_-_Van_Gogh_Museum.jpg,"(88, 96, 96)","[(90, 96, 96), (180, 171, 141), (30, 42, 50), (152, 164, 153), (136, 150, 160)]",88.0,96.0,96.0,"(0.5, 92.0, -0.04395604395604396)",0.5,92.0,-0.04395604395604396
New York,40.7127281,-74.0060152,Van Gogh Self-Portrait with Straw Hat 1887-Metropolitan.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Van_Gogh_Self-Portrait_with_Straw_Hat_1887-Metropolitan.jpg/150px-Van_Gogh_Self-Portrait_with_Straw_Hat_1887-Metropolitan.jpg,"(166, 145, 106)","[(166, 145, 105), (60, 53, 39), (231, 209, 120), (217, 207, 204), (97, 62, 41)]",166.0,145.0,106.0,"(0.10833333333333334, 136.0, -0.2222222222222222)",0.10833333333333334,136.0,-0.2222222222222222
Paris,48.8588897,2.3200410217200766,Vincent van Gogh - The Italian Woman - Google Art Project.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Vincent_van_Gogh_-_The_Italian_Woman_-_Google_Art_Project.jpg/150px-Vincent_van_Gogh_-_The_Italian_Woman_-_Google_Art_Project.jpg,"(146, 123, 78)","[(139, 118, 76), (52, 52, 42), (91, 44, 39), (171, 162, 141), (177, 172, 113)]",146.0,123.0,78.0,"(0.11029411764705882, 112.0, -0.3063063063063063)",0.11029411764705882,112.0,-0.3063063063063063
Amsterdam,52.3727598,4.8936041,Zelfportret als schilder - s0022V1962 - Van Gogh Museum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Zelfportret_als_schilder_-_s0022V1962_-_Van_Gogh_Museum.jpg/150px-Zelfportret_als_schilder_-_s0022V1962_-_Van_Gogh_Museum.jpg,"(152, 152, 129)","[(154, 155, 133), (51, 68, 82), (127, 104, 43), (199, 203, 190), (95, 59, 30)]",152.0,152.0,129.0,"(0.16666666666666666, 140.5, -0.08243727598566308)",0.16666666666666666,140.5,-0.08243727598566308
Amsterdam,52.3727598,4.8936041,Oude Arlésienne - s0145V1962 - Van Gogh Museum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Oude_Arl%C3%A9sienne_-_s0145V1962_-_Van_Gogh_Museum.jpg/150px-Oude_Arl%C3%A9sienne_-_s0145V1962_-_Van_Gogh_Museum.jpg,"(171, 175, 153)","[(151, 158, 145), (50, 70, 90), (36, 43, 48), (207, 212, 201), (92, 76, 68)]",171.0,175.0,153.0,"(0.19696969696969693, 164.0, -0.06748466257668712)",0.19696969696969693,164.0,-0.06748466257668712
,,,Van Gogh - Landschaft im Schnee mit Arles im Hintergrund.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Van_Gogh_-_Landschaft_im_Schnee_mit_Arles_im_Hintergrund.jpeg/150px-Van_Gogh_-_Landschaft_im_Schnee_mit_Arles_im_Hintergrund.jpeg,"(184, 195, 192)","[(184, 195, 194), (133, 120, 65), (157, 150, 109), (98, 106, 96), (124, 104, 96)]",184.0,195.0,192.0,"(0.4545454545454546, 189.5, -0.029177718832891247)",0.4545454545454546,189.5,-0.029177718832891247
